Date,Crime Type,Crime Description,District,Ward,Latitude,Longitude,Location,Arrest,Year
2016-05-13 11:00:00,BATTERY,DOMESTIC BATTERY SIMPLE,15.0,29.0,41.879860127,-87.77138487299999,"(41.879860127, -87.771384873)",True,2016
2016-09-11 13:45:00,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,1.0,42.0,41.879079395,-87.62434142299999,"(41.879079395, -87.624341423)",False,2016
2016-04-16 12:08:00,ASSAULT,AGGRAVATED:KNIFE/CUTTING INSTR,16.0,41.0,41.953969054,-87.915685098,"(41.953969054, -87.915685098)",False,2016
2016-09-14 14:05:00,THEFT,$500 AND UNDER,12.0,32.0,41.901311766999996,-87.68056156600001,"(41.901311767, -87.680561566)",False,2016
2016-09-19 19:30:00,THEFT,$500 AND UNDER,14.0,32.0,41.913039913,-87.662347732,"(41.913039913, -87.662347732)",False,2016
2016-10-22 17:00:00,CRIMINAL TRESPASS,TO RESIDENCE,7.0,6.0,41.767888734,-87.62683537299999,"(41.767888734, -87.626835373)",False,2016
2016-04-11 21:30:00,THEFT,$500 AND UNDER,10.0,25.0,41.85199252,-87.68888873799999,"(41.85199252, -87.688888738)",False,2016
2016-01-10 21:00:00,BURGLARY,FORCIBLE ENTRY,19.0,46.0,41.947724399,-87.64615541399999,"(41.947724399, -87.646155414)",False,2016
2016-04-13 17:30:00,THEFT,OVER $500,18.0,42.0,41.904370109,-87.631460067,"(41.904370109, -87.631460067)",False,2016
2016-01-05 16:37:00,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,10.0,22.0,41.844145961,-87.73228493299999,"(41.844145961, -87.732284933)",False,2016
2016-10-24 22:00:00,BATTERY,DOMESTIC BATTERY SIMPLE,7.0,17.0,41.762111799,-87.6710296,"(41.762111799, -87.6710296)",True,2016
2016-07-08 01:00:00,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,14.0,35.0,41.92480533,-87.697717952,"(41.92480533, -87.697717952)",False,2016
2016-10-04 05:00:00,ASSAULT,PRO EMP HANDS NO/MIN INJURY,18.0,43.0,41.904229154,-87.625040385,"(41.904229154, -87.625040385)",False,2016
2016-07-17 18:30:00,MOTOR VEHICLE THEFT,AUTOMOBILE,18.0,42.0,41.894725375,-87.63934126,"(41.894725375, -87.63934126)",False,2016
2016-09-30 01:07:00,CRIMINAL TRESPASS,TO RESIDENCE,9.0,16.0,41.796936816999995,-87.663446505,"(41.796936817, -87.663446505)",False,2016
2016-08-08 13:40:00,ASSAULT,PRO EMP HANDS NO/MIN INJURY,3.0,6.0,41.761010055999996,-87.624814287,"(41.761010056, -87.624814287)",False,2016
2016-05-04 18:50:00,BATTERY,DOMESTIC BATTERY SIMPLE,9.0,12.0,41.813355271,-87.685839017,"(41.813355271, -87.685839017)",False,2016
2016-02-15 21:38:00,CRIMINAL DAMAGE,TO VEHICLE,2.0,3.0,41.802007569000004,-87.622242931,"(41.802007569, -87.622242931)",True,2016
2016-10-10 16:18:00,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,11.0,28.0,41.886932372,-87.73137357200001,"(41.886932372, -87.731373572)",True,2016
2016-01-28 18:30:00,OTHER OFFENSE,TELEPHONE THREAT,11.0,28.0,41.883176938000005,-87.74115136100001,"(41.883176938, -87.741151361)",False,2016
2016-07-05 18:45:00,ASSAULT,AGGRAVATED:KNIFE/CUTTING INSTR,3.0,5.0,41.766220865,-87.578607269,"(41.766220865, -87.578607269)",False,2016
2016-08-31 20:30:00,CRIMINAL TRESPASS,TO LAND,1.0,2.0,41.866843668,-87.625816668,"(41.866843668, -87.625816668)",True,2016
2016-08-18 03:40:00,ASSAULT,SIMPLE,7.0,15.0,41.791532925,-87.665735995,"(41.791532925, -87.665735995)",False,2016
2016-02-06 08:55:00,NARCOTICS,POSS: CANNABIS MORE THAN 30GMS,11.0,28.0,41.878772159,-87.733697437,"(41.878772159, -87.733697437)",True,2016
2016-12-07 20:35:00,OTHER OFFENSE,VEHICLE TITLE/REG OFFENSE,10.0,24.0,41.860248372,-87.723779062,"(41.860248372, -87.723779062)",True,2016
2016-09-07 11:00:00,BATTERY,DOMESTIC BATTERY SIMPLE,10.0,24.0,41.865453392,-87.719500335,"(41.865453392, -87.719500335)",False,2016
2016-12-25 05:00:00,NARCOTICS,FOUND SUSPECT NARCOTICS,14.0,35.0,41.92704053,-87.697475278,"(41.92704053, -87.697475278)",True,2016
2016-06-08 19:05:00,ASSAULT,SIMPLE,3.0,5.0,41.763027016,-87.586243072,"(41.763027016, -87.586243072)",False,2016
2016-08-10 01:00:00,CRIMINAL DAMAGE,TO PROPERTY,10.0,24.0,41.858266277,-87.72003159799999,"(41.858266277, -87.720031598)",False,2016
2016-06-10 07:00:00,BURGLARY,FORCIBLE ENTRY,25.0,30.0,41.919554781,-87.72907557,"(41.919554781, -87.72907557)",False,2016
2016-03-28 22:45:00,ROBBERY,STRONGARM - NO WEAPON,16.0,45.0,41.95977471,-87.750428516,"(41.95977471, -87.750428516)",False,2016
2016-03-23 13:50:00,OTHER OFFENSE,LICENSE VIOLATION,15.0,28.0,41.880487632,-87.74597197899999,"(41.880487632, -87.745971979)",False,2016
2016-02-20 21:30:00,MOTOR VEHICLE THEFT,AUTOMOBILE,17.0,33.0,41.960932693000004,-87.710690859,"(41.960932693, -87.710690859)",False,2016
2016-06-29 00:01:00,BURGLARY,UNLAWFUL ENTRY,6.0,18.0,41.740206748,-87.67532922299999,"(41.740206748, -87.675329223)",False,2016
2016-06-30 18:28:00,CRIMINAL DAMAGE,TO PROPERTY,5.0,34.0,41.669942856,-87.635633869,"(41.669942856, -87.635633869)",False,2016
2016-08-27 23:00:00,CRIMINAL DAMAGE,TO VEHICLE,4.0,7.0,41.722410409,-87.579801505,"(41.722410409, -87.579801505)",False,2016
2016-09-14 22:00:00,CRIMINAL DAMAGE,TO VEHICLE,20.0,48.0,41.976227779,-87.666042816,"(41.976227779, -87.666042816)",False,2016
2016-07-27 21:50:00,DECEPTIVE PRACTICE,COUNTERFEITING DOCUMENT,19.0,32.0,41.939680604,-87.669864264,"(41.939680604, -87.669864264)",False,2016
2016-07-07 02:00:00,BURGLARY,ATTEMPT FORCIBLE ENTRY,2.0,4.0,41.800273741,-87.60049901200001,"(41.800273741, -87.600499012)",False,2016
2016-06-13 12:36:00,OTHER OFFENSE,VEHICLE TITLE/REG OFFENSE,11.0,27.0,41.893671629,-87.71168614,"(41.893671629, -87.71168614)",True,2016
2016-08-20 01:21:00,BATTERY,DOMESTIC BATTERY SIMPLE,4.0,7.0,41.755403627,-87.563011319,"(41.755403627, -87.563011319)",True,2016
2016-06-08 20:30:00,BURGLARY,FORCIBLE ENTRY,12.0,27.0,41.883811077,-87.671812366,"(41.883811077, -87.671812366)",False,2016
2016-02-01 12:00:00,THEFT,FROM BUILDING,1.0,42.0,41.879079395,-87.62434142299999,"(41.879079395, -87.624341423)",False,2016
2016-08-19 22:30:00,MOTOR VEHICLE THEFT,AUTOMOBILE,25.0,29.0,41.90206421,-87.77090370299999,"(41.90206421, -87.770903703)",False,2016
2016-04-16 07:00:00,THEFT,FROM BUILDING,6.0,6.0,41.749358275,-87.610796975,"(41.749358275, -87.610796975)",False,2016
2016-03-16 14:47:00,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,11.0,28.0,41.879288825,-87.74177846,"(41.879288825, -87.74177846)",True,2016
2016-12-30 10:30:00,MOTOR VEHICLE THEFT,AUTOMOBILE,6.0,6.0,41.735877604,-87.64191502700001,"(41.735877604, -87.641915027)",False,2016
2016-01-25 02:30:00,BATTERY,DOMESTIC BATTERY SIMPLE,1.0,2.0,41.853930752,-87.623841071,"(41.853930752, -87.623841071)",False,2016
2016-07-17 14:35:00,BURGLARY,ATTEMPT FORCIBLE ENTRY,8.0,23.0,41.812308781999995,-87.75184449700001,"(41.812308782, -87.751844497)",False,2016
2016-04-19 19:00:00,THEFT,OVER $500,12.0,27.0,41.896176088000004,-87.660853065,"(41.896176088, -87.660853065)",False,2016
2016-06-06 15:15:00,ASSAULT,SIMPLE,6.0,21.0,41.742710224,-87.63408818100001,"(41.742710224, -87.634088181)",False,2016
2016-09-02 22:00:00,BURGLARY,FORCIBLE ENTRY,14.0,26.0,41.905484490999996,-87.71504306,"(41.905484491, -87.71504306)",False,2016
2016-10-27 11:55:00,DECEPTIVE PRACTICE,COUNTERFEITING DOCUMENT,1.0,42.0,41.885325435,-87.627930066,"(41.885325435, -87.627930066)",False,2016
2016-09-15 20:05:00,WEAPONS VIOLATION,UNLAWFUL USE HANDGUN,4.0,8.0,41.750669451,-87.5828756,"(41.750669451, -87.5828756)",False,2016
2016-12-31 15:00:00,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,2.0,3.0,41.808568313,-87.618131914,"(41.808568313, -87.618131914)",False,2016
2016-10-26 07:30:00,MOTOR VEHICLE THEFT,"CYCLE, SCOOTER, BIKE W-VIN",8.0,13.0,41.772433612,-87.726260868,"(41.772433612, -87.726260868)",False,2016
2016-05-29 13:30:00,THEFT,PURSE-SNATCHING,4.0,7.0,41.722013357,-87.57534452899999,"(41.722013357, -87.575344529)",False,2016
2016-11-05 02:35:00,CRIMINAL DAMAGE,TO PROPERTY,18.0,27.0,41.897416538,-87.63466200399999,"(41.897416538, -87.634662004)",False,2016
2016-12-18 00:55:00,ROBBERY,ARMED: HANDGUN,10.0,24.0,41.853824126999996,-87.71506368,"(41.853824127, -87.71506368)",False,2016
2016-09-21 12:00:00,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,18.0,42.0,41.89598506,-87.64299694700001,"(41.89598506, -87.642996947)",False,2016
2016-08-26 18:10:00,ROBBERY,ARMED: HANDGUN,4.0,7.0,41.714597905,-87.56702223200001,"(41.714597905, -87.567022232)",False,2016
2016-12-16 05:00:00,THEFT,FROM BUILDING,12.0,2.0,41.874140893,-87.67000278299999,"(41.874140893, -87.670002783)",False,2016
2016-06-15 22:23:00,BATTERY,DOMESTIC BATTERY SIMPLE,7.0,6.0,41.77314378,-87.634868524,"(41.77314378, -87.634868524)",False,2016
2016-03-20 08:30:00,CRIMINAL DAMAGE,TO PROPERTY,12.0,27.0,41.892806616,-87.659525795,"(41.892806616, -87.659525795)",False,2016
2016-04-24 01:30:00,ASSAULT,SIMPLE,7.0,17.0,41.766173335,-87.666281216,"(41.766173335, -87.666281216)",False,2016
2016-01-23 18:24:00,DECEPTIVE PRACTICE,COUNTERFEITING DOCUMENT,19.0,47.0,41.942199582,-87.688124523,"(41.942199582, -87.688124523)",False,2016
2016-11-17 01:19:00,THEFT,$500 AND UNDER,22.0,19.0,41.694998031,-87.683750413,"(41.694998031, -87.683750413)",True,2016
2016-08-11 08:30:00,THEFT,POCKET-PICKING,19.0,44.0,41.93991842,-87.653288878,"(41.93991842, -87.653288878)",False,2016
2016-03-02 11:02:00,THEFT,RETAIL THEFT,17.0,50.0,41.994758989,-87.7144777,"(41.994758989, -87.7144777)",True,2016
2016-06-23 17:28:00,NARCOTICS,POSS: HEROIN(BRN/TAN),2.0,3.0,41.794268604,-87.62712148799999,"(41.794268604, -87.627121488)",True,2016
2016-02-15 15:00:00,DECEPTIVE PRACTICE,COUNTERFEITING DOCUMENT,12.0,27.0,41.885298657,-87.652131384,"(41.885298657, -87.652131384)",False,2016
2016-07-21 13:35:00,OTHER OFFENSE,LICENSE VIOLATION,8.0,16.0,41.786420345,-87.692732245,"(41.786420345, -87.692732245)",True,2016
2016-06-27 20:29:00,ASSAULT,AGGRAVATED: HANDGUN,25.0,30.0,41.928476155,-87.773442615,"(41.928476155, -87.773442615)",False,2016
2016-02-15 00:00:00,THEFT,FROM BUILDING,4.0,8.0,41.722133485,-87.59934358,"(41.722133485, -87.59934358)",False,2016
2016-06-09 17:30:00,THEFT,FROM BUILDING,18.0,42.0,41.892515537,-87.625731753,"(41.892515537, -87.625731753)",False,2016
2016-10-20 05:17:00,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,11.0,24.0,41.867906208,-87.731320798,"(41.867906208, -87.731320798)",False,2016
2016-07-06 07:55:00,THEFT,$500 AND UNDER,17.0,39.0,41.975422627,-87.738741963,"(41.975422627, -87.738741963)",False,2016
2016-06-21 07:15:00,BATTERY,AGGRAVATED DOMESTIC BATTERY: OTHER DANG WEAPON,10.0,24.0,41.855977609,-87.727277431,"(41.855977609, -87.727277431)",False,2016
2016-12-19 19:19:00,ASSAULT,SIMPLE,22.0,19.0,41.70391936,-87.66594363700001,"(41.70391936, -87.665943637)",False,2016
2016-06-21 16:00:00,THEFT,$500 AND UNDER,19.0,47.0,41.962138348,-87.664980181,"(41.962138348, -87.664980181)",False,2016
2016-12-17 02:30:00,ROBBERY,VEHICULAR HIJACKING,11.0,28.0,41.878922038,-87.721530608,"(41.878922038, -87.721530608)",False,2016
2016-07-13 19:15:00,DECEPTIVE PRACTICE,COUNTERFEITING DOCUMENT,12.0,27.0,41.881348623,-87.674525788,"(41.881348623, -87.674525788)",False,2016
2016-08-08 00:15:00,THEFT,OVER $500,14.0,35.0,41.928326491,-87.71130569799999,"(41.928326491, -87.711305698)",False,2016
2016-03-25 11:57:00,BATTERY,SIMPLE,7.0,16.0,41.778680696,-87.664197479,"(41.778680696, -87.664197479)",False,2016
2016-12-03 17:00:00,CRIMINAL DAMAGE,TO VEHICLE,18.0,27.0,41.908331016999995,-87.636578236,"(41.908331017, -87.636578236)",False,2016
2016-01-16 09:30:00,BATTERY,DOMESTIC BATTERY SIMPLE,15.0,29.0,41.892889573000005,-87.76853809299999,"(41.892889573, -87.768538093)",False,2016
2016-06-26 16:00:00,THEFT,$500 AND UNDER,14.0,32.0,41.91416316,-87.663434506,"(41.91416316, -87.663434506)",False,2016
2016-11-01 16:35:00,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,12.0,26.0,41.890853349000004,-87.675250817,"(41.890853349, -87.675250817)",True,2016
2016-08-25 18:30:00,CRIMINAL TRESPASS,TO VEHICLE,2.0,4.0,41.800610439,-87.591814105,"(41.800610439, -87.591814105)",False,2016
2016-04-25 16:18:00,DECEPTIVE PRACTICE,COUNTERFEITING DOCUMENT,6.0,6.0,41.736345248,-87.623198545,"(41.736345248, -87.623198545)",False,2016
2016-06-01 16:15:00,THEFT,$500 AND UNDER,10.0,25.0,41.851986737,-87.689325583,"(41.851986737, -87.689325583)",False,2016
2016-02-17 11:10:00,ASSAULT,SIMPLE,4.0,8.0,41.751533053,-87.58190537799999,"(41.751533053, -87.581905378)",True,2016
2016-09-10 15:21:00,THEFT,OVER $500,2.0,2.0,41.8375046,-87.618246506,"(41.8375046, -87.618246506)",False,2016
2016-02-18 13:00:00,THEFT,POCKET-PICKING,10.0,24.0,41.851311967,-87.705240064,"(41.851311967, -87.705240064)",False,2016
2016-03-12 13:00:00,CRIMINAL DAMAGE,TO PROPERTY,5.0,34.0,41.679677044,-87.641081971,"(41.679677044, -87.641081971)",False,2016
2016-07-06 11:24:00,CRIMINAL TRESPASS,TO LAND,19.0,47.0,41.958265994,-87.681638768,"(41.958265994, -87.681638768)",True,2016
2016-10-30 07:00:00,THEFT,RETAIL THEFT,8.0,18.0,41.73516861,-87.703313645,"(41.73516861, -87.703313645)",True,2016
2016-02-20 23:00:00,MOTOR VEHICLE THEFT,AUTOMOBILE,10.0,22.0,41.83774855,-87.72437059999999,"(41.83774855, -87.7243706)",True,2016
2016-06-29 00:23:00,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,6.0,17.0,41.752365503,-87.6506509,"(41.752365503, -87.6506509)",False,2016
2016-11-23 16:30:00,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,18.0,42.0,41.889793477,-87.627998435,"(41.889793477, -87.627998435)",False,2016
2016-03-13 23:49:00,NARCOTICS,POSS: COCAINE,9.0,14.0,41.793858,-87.68453175200001,"(41.793858, -87.684531752)",True,2016
2016-06-13 14:24:00,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,6.0,8.0,41.736702644,-87.60100233799999,"(41.736702644, -87.601002338)",True,2016
2016-02-16 20:57:00,THEFT,RETAIL THEFT,20.0,48.0,41.976851851999996,-87.654999693,"(41.976851852, -87.654999693)",True,2016
2016-08-09 15:40:00,CRIMINAL DAMAGE,TO VEHICLE,25.0,31.0,41.931582515,-87.742747165,"(41.931582515, -87.742747165)",False,2016
2016-01-01 00:23:00,BATTERY,SIMPLE,18.0,27.0,41.90825965,-87.63657533799999,"(41.90825965, -87.636575338)",False,2016
2016-12-18 18:00:00,MOTOR VEHICLE THEFT,AUTOMOBILE,25.0,31.0,41.928637688,-87.738441646,"(41.928637688, -87.738441646)",False,2016
2016-09-12 13:00:00,THEFT,$500 AND UNDER,11.0,27.0,41.89795832,-87.71273548299999,"(41.89795832, -87.712735483)",False,2016
2016-10-30 21:00:00,BATTERY,DOMESTIC BATTERY SIMPLE,8.0,18.0,41.739495442,-87.717821385,"(41.739495442, -87.717821385)",False,2016
2016-07-21 15:45:00,ASSAULT,SIMPLE,14.0,26.0,41.90703235,-87.69697954700001,"(41.90703235, -87.696979547)",False,2016
2016-12-31 11:45:00,BATTERY,SIMPLE,22.0,19.0,41.68801045,-87.667360199,"(41.68801045, -87.667360199)",False,2016
2016-06-26 11:30:00,THEFT,OVER $500,8.0,15.0,41.779492826,-87.708005538,"(41.779492826, -87.708005538)",False,2016
2016-11-27 22:00:00,THEFT,$500 AND UNDER,10.0,22.0,41.841942295,-87.708623615,"(41.841942295, -87.708623615)",False,2016
2016-02-26 18:30:00,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,1.0,42.0,41.885741029,-87.63171174899999,"(41.885741029, -87.631711749)",False,2016
2016-09-23 20:40:00,BURGLARY,UNLAWFUL ENTRY,8.0,23.0,41.805371934,-87.733304014,"(41.805371934, -87.733304014)",False,2016
2016-05-22 23:49:00,ROBBERY,ATTEMPT: ARMED-HANDGUN,24.0,49.0,42.007286061,-87.66501556799999,"(42.007286061, -87.665015568)",False,2016
2016-09-21 17:00:00,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,8.0,13.0,41.777801822,-87.741051238,"(41.777801822, -87.741051238)",False,2016
2016-06-16 18:35:00,CRIMINAL TRESPASS,TO LAND,7.0,6.0,41.772972076,-87.644610871,"(41.772972076, -87.644610871)",True,2016
2016-03-30 19:00:00,CRIMINAL DAMAGE,TO PROPERTY,25.0,31.0,41.935395365,-87.730815152,"(41.935395365, -87.730815152)",False,2016
2016-07-26 11:20:00,DECEPTIVE PRACTICE,ATTEMPT - FINANCIAL IDENTITY THEFT,6.0,17.0,41.753944135,-87.66759894399999,"(41.753944135, -87.667598944)",False,2016
2016-11-29 23:30:00,CRIMINAL DAMAGE,TO PROPERTY,18.0,43.0,41.922817554,-87.64244321299999,"(41.922817554, -87.642443213)",False,2016
2016-05-16 14:40:00,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,24.0,49.0,42.022524828,-87.672179752,"(42.022524828, -87.672179752)",True,2016
2016-09-16 00:00:00,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,1.0,2.0,41.879383612,-87.63412406399999,"(41.879383612, -87.634124064)",False,2016
2016-11-20 02:50:00,BATTERY,PRO EMP HANDS NO/MIN INJURY,16.0,41.0,41.988630807,-87.812829371,"(41.988630807, -87.812829371)",True,2016
2016-07-21 09:00:00,BATTERY,DOMESTIC BATTERY SIMPLE,10.0,24.0,41.855075731999996,-87.717147574,"(41.855075732, -87.717147574)",False,2016
2016-09-29 04:00:00,CRIMINAL DAMAGE,TO VEHICLE,5.0,9.0,41.688213381,-87.611869654,"(41.688213381, -87.611869654)",False,2016
2016-03-11 17:00:00,ROBBERY,STRONGARM - NO WEAPON,25.0,30.0,41.93207307,-87.769919835,"(41.93207307, -87.769919835)",False,2016
2016-01-24 19:15:00,ROBBERY,ATTEMPT: ARMED-OTHER DANG WEAP,12.0,25.0,41.866639654000004,-87.68420023200001,"(41.866639654, -87.684200232)",False,2016
2016-10-02 11:00:00,THEFT,$500 AND UNDER,4.0,7.0,41.722362598000004,-87.58382047,"(41.722362598, -87.58382047)",False,2016
2016-04-26 00:28:00,BURGLARY,FORCIBLE ENTRY,18.0,43.0,41.918152603,-87.650279311,"(41.918152603, -87.650279311)",True,2016
2016-12-11 15:35:00,BATTERY,DOMESTIC BATTERY SIMPLE,11.0,28.0,41.885451300999996,-87.711949455,"(41.885451301, -87.711949455)",True,2016
2016-12-01 15:15:00,BATTERY,AGGRAVATED DOMESTIC BATTERY: OTHER DANG WEAPON,3.0,20.0,41.781576603000005,-87.615660095,"(41.781576603, -87.615660095)",False,2016
2016-03-25 12:30:00,THEFT,OVER $500,4.0,7.0,41.745769844,-87.551444337,"(41.745769844, -87.551444337)",False,2016
2016-06-09 17:30:00,THEFT,POCKET-PICKING,1.0,42.0,41.883475491,-87.627876969,"(41.883475491, -87.627876969)",False,2016
2016-03-15 10:07:00,THEFT,OVER $500,7.0,17.0,41.767789992,-87.666326786,"(41.767789992, -87.666326786)",True,2016
2016-03-12 01:00:00,THEFT,$500 AND UNDER,6.0,17.0,41.75322329,-87.663505427,"(41.75322329, -87.663505427)",False,2016
2016-08-20 17:25:00,THEFT,RETAIL THEFT,16.0,41.0,41.976421200000004,-87.904976266,"(41.9764212, -87.904976266)",False,2016
2016-03-21 10:45:00,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,3.0,5.0,41.766264384,-87.57355192,"(41.766264384, -87.57355192)",True,2016
2016-06-15 20:41:00,NARCOTICS,POSS: HALLUCINOGENS,18.0,27.0,41.902475474,-87.634426859,"(41.902475474, -87.634426859)",True,2016
2016-03-24 14:55:00,ASSAULT,AGGRAVATED: HANDGUN,12.0,27.0,41.892228501999995,-87.64946844299999,"(41.892228502, -87.649468443)",False,2016
2016-12-14 09:45:00,CRIMINAL DAMAGE,TO PROPERTY,9.0,12.0,41.815594436,-87.69118700799999,"(41.815594436, -87.691187008)",False,2016
2016-12-02 10:00:00,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,1.0,2.0,41.867234401,-87.641301791,"(41.867234401, -87.641301791)",False,2016
2016-03-12 12:00:00,THEFT,FROM BUILDING,1.0,2.0,41.867081407,-87.619003708,"(41.867081407, -87.619003708)",False,2016
2016-09-30 06:00:00,THEFT,$500 AND UNDER,3.0,20.0,41.778661391,-87.61729477,"(41.778661391, -87.61729477)",False,2016
2016-08-05 21:00:00,BATTERY,DOMESTIC BATTERY SIMPLE,8.0,14.0,41.814620168000005,-87.712645584,"(41.814620168, -87.712645584)",False,2016
2016-10-13 15:05:00,THEFT,OVER $500,19.0,47.0,41.954359684,-87.66376738299999,"(41.954359684, -87.663767383)",False,2016
2016-12-20 07:30:00,BATTERY,DOMESTIC BATTERY SIMPLE,14.0,1.0,41.909626414,-87.66522698899999,"(41.909626414, -87.665226989)",False,2016
2016-04-30 17:37:00,ROBBERY,ATTEMPT: STRONGARM-NO WEAPON,1.0,2.0,41.866574238000005,-87.639227275,"(41.866574238, -87.639227275)",False,2016
2016-09-06 12:00:00,MOTOR VEHICLE THEFT,AUTOMOBILE,5.0,9.0,41.702588797,-87.606307579,"(41.702588797, -87.606307579)",False,2016
2016-02-02 07:30:00,MOTOR VEHICLE THEFT,AUTOMOBILE,8.0,15.0,41.782556416999995,-87.706670491,"(41.782556417, -87.706670491)",False,2016
2016-09-20 01:40:00,ROBBERY,ATTEMPT: ARMED-HANDGUN,2.0,5.0,41.789645598,-87.590741403,"(41.789645598, -87.590741403)",False,2016
2016-01-17 19:00:00,HOMICIDE,FIRST DEGREE MURDER,25.0,30.0,41.91612851,-87.73140791600001,"(41.91612851, -87.731407916)",False,2016
2016-08-31 23:00:00,BATTERY,DOMESTIC BATTERY SIMPLE,4.0,8.0,41.745880737,-87.597314236,"(41.745880737, -87.597314236)",False,2016
2016-04-03 04:10:00,CRIMINAL DAMAGE,TO VEHICLE,8.0,18.0,41.738807533,-87.705311617,"(41.738807533, -87.705311617)",False,2016
2016-08-02 17:30:00,BATTERY,DOMESTIC BATTERY SIMPLE,25.0,37.0,41.90402879,-87.758650136,"(41.90402879, -87.758650136)",False,2016
2016-02-03 19:00:00,THEFT,$500 AND UNDER,18.0,32.0,41.909798633,-87.65203628100001,"(41.909798633, -87.652036281)",False,2016
2016-01-11 13:53:00,BATTERY,DOMESTIC BATTERY SIMPLE,6.0,21.0,41.742347611999996,-87.65230333,"(41.742347612, -87.65230333)",False,2016
2016-12-09 09:00:00,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,8.0,14.0,41.811074658,-87.70408901,"(41.811074658, -87.70408901)",False,2016
2016-04-28 10:00:00,THEFT,$500 AND UNDER,14.0,32.0,41.921451655,-87.67431184200001,"(41.921451655, -87.674311842)",False,2016
2016-08-26 14:00:00,CRIMINAL DAMAGE,TO VEHICLE,19.0,44.0,41.932930738,-87.636207661,"(41.932930738, -87.636207661)",False,2016
2016-08-08 10:00:00,BATTERY,SIMPLE,4.0,7.0,41.753029609,-87.55039605,"(41.753029609, -87.55039605)",False,2016
2016-10-16 21:40:00,THEFT,$500 AND UNDER,7.0,17.0,41.759402215,-87.64426851700001,"(41.759402215, -87.644268517)",False,2016
2016-09-22 10:47:00,THEFT,RETAIL THEFT,1.0,42.0,41.883500186999996,-87.627876698,"(41.883500187, -87.627876698)",True,2016
2016-05-16 17:00:00,ASSAULT,SIMPLE,10.0,12.0,41.845467215999996,-87.703832859,"(41.845467216, -87.703832859)",False,2016
2016-10-23 02:15:00,SEX OFFENSE,AGG CRIMINAL SEXUAL ABUSE,4.0,10.0,41.73476073,-87.54998413,"(41.73476073, -87.54998413)",False,2016
2016-08-24 07:30:00,BURGLARY,FORCIBLE ENTRY,19.0,46.0,41.955984014,-87.65021739299999,"(41.955984014, -87.650217393)",False,2016
2016-07-20 19:00:00,BURGLARY,FORCIBLE ENTRY,25.0,37.0,41.90938684,-87.764976082,"(41.90938684, -87.764976082)",False,2016
